,rockets name,organization name,date,lat,lng,S/F,reason for failure
79,"Soyuz-2.1a/Volga | Mikhailo Lomonosov, Aist-2D & SamSat 218",Russian Federal Space Agency (ROSCOSMOS),"April 28, 2016 02:01:00 UTC",51.884395,128.333932,S,Na
80,Proton-M Briz-M | SES-7 (Indostar 2/ProtoStar 2),International Launch Services,"May 16, 2009 00:57:38 UTC",46.039984,63.032093,S,Na
81,Proton-M / Briz-M Enhanced | Globus-1M #12L (Raduga-1M 2),Khrunichev State Research and Production Space Center,"January 28, 2010 00:18:00 UTC",46.071001,62.984999,S,Na
82,Proton-M / Briz-M Enhanced | Intelsat 16,International Launch Services,"February 12, 2010 00:39:40 UTC",46.039984,63.032093,S,Na
83,"Proton-M/DM-2 Enhanced | 3 x Glonass-M (Kosmos 2459, Kosmos 2460, Kosmos 2461)",Khrunichev State Research and Production Space Center,"March 1, 2010 21:19:00 UTC",46.071001,62.984999,S,Na
84,Proton-M / Briz-M Enhanced | Echostar XIV,International Launch Services,"March 20, 2010 18:26:57 UTC",46.039984,63.032093,S,Na
85,Proton-M / Briz-M Enhanced | SES-1,International Launch Services,"April 24, 2010 11:19:00 UTC",46.039984,63.032093,S,Na
86,Proton-M / Briz-M Enhanced | Badr-5 (Arabsat 5B),International Launch Services,"June 3, 2010 22:00:08 UTC",46.039984,63.032093,S,Na
87,Proton-M / Briz-M Enhanced | EchoStar XV,International Launch Services,"July 10, 2010 18:40:00 UTC",46.039984,63.032093,S,Na
88,"Proton-M/DM-2 Enhanced | 3 x Glonass-M (Kosmos 2464, Kosmos 2465, Kosmos 2466)",Khrunichev State Research and Production Space Center,"September 2, 2010 00:53:43 UTC",46.071001,62.984999,S,Na
89,Proton-M Briz-M | Sirius XM-5,International Launch Services,"October 14, 2010 18:53:00 UTC",46.071001,62.984999,S,Na
90,Ariane 5 GS | Intelsat 11 & Optus D2,Arianespace,"October 5, 2007 22:02:00 UTC",5.239,-52.768,S,Na
91,Atlas V 431 | Intelsat 14,United Launch Alliance,"November 23, 2009 06:55:00 UTC",28.58341025,-80.58303644,F,
92,Proton-M / Briz-M Enhanced | Intelsat 16,International Launch Services,"February 12, 2010 00:39:40 UTC",46.039984,63.032093,S,Na
93,Ariane 5 ECA | Intelsat 17 & HYLAS 1,Arianespace,"November 26, 2010 18:39:00 UTC",5.239,-52.768,S,Na
94,Zenit-3SLB | Intelsat 18,Land Launch,"October 5, 2011 21:00:00 UTC",45.943492,63.653014,S,Na
95,Proton-M / Briz-M Enhanced | Intelsat 22,International Launch Services,"March 25, 2012 12:10:32 UTC",46.039984,63.032093,S,Na
96,Zenit 3SL | Intelsat 19,Sea Launch,"June 1, 2012 05:22:59 UTC",0.0,-154.0,S,Na
97,Ariane 5 ECA | Intelsat 20 & HYLAS 2,Arianespace,"August 2, 2012 20:54:00 UTC",5.239,-52.768,S,Na
98,Zenit 3SL | Intelsat 21,Sea Launch,"August 19, 2012 06:54:59 UTC",0.0,-154.0,S,Na
99,Proton-M / Briz-M Enhanced | Intelsat 23,International Launch Services,"October 14, 2012 08:37:00 UTC",46.071001,62.984999,S,Na
100,Saturn V | Apollo 4,National Aeronautics and Space Administration,"November 9, 1967 12:00:01 UTC",28.60822681,-80.60428186,S,Na
101,Saturn IB | Apollo 5,National Aeronautics and Space Administration,"January 22, 1968 22:48:09 UTC",28.521811,-80.56113,S,Na
102,Saturn V | Apollo 6,National Aeronautics and Space Administration,"April 4, 1968 12:00:01 UTC",28.60822681,-80.60428186,S,Na
103,Saturn IB | Apollo 7,National Aeronautics and Space Administration,"October 11, 1968 15:02:45 UTC",28.521811,-80.56113,S,Na
104,Saturn V | Apollo 8,National Aeronautics and Space Administration,"December 21, 1968 12:51:00 UTC",28.60822681,-80.60428186,S,Na
105,Saturn V | Apollo 9,National Aeronautics and Space Administration,"March 3, 1969 16:00:00 UTC",28.60822681,-80.60428186,S,Na
106,Saturn V | Apollo 10,National Aeronautics and Space Administration,"May 18, 1969 16:49:00 UTC",28.62711233,-80.62101503,S,Na
107,Saturn V | Apollo 11,National Aeronautics and Space Administration,"July 16, 1969 13:32:00 UTC",28.60822681,-80.60428186,S,Na
108,Saturn V | Apollo 12,National Aeronautics and Space Administration,"November 14, 1969 16:22:00 UTC",28.60822681,-80.60428186,S,Na
109,Saturn V | Apollo 13,National Aeronautics and Space Administration,"April 11, 1970 19:13:00 UTC",28.60822681,-80.60428186,S,Na
110,Pegasus HAPS | 7 microsats,Orbital Sciences Corporation,"July 17, 1991 17:33:53 UTC",34.905556,-117.883611,F,
111,Pegasus XL | Broadband Advanced Technologies Satellite (BATSAT/Teledesic T1) & Student Nitric Oxide Explorer (SNOE),Orbital Sciences Corporation,"February 26, 1998 07:07:00 UTC",34.732778,-120.568056,S,Na
112,Pegasus XL | Space Technology 5 (ST-5) (3x microsats),Orbital Sciences Corporation,"March 28, 2006 20:10:00 UTC",34.732778,-120.568056,S,Na
113,Falcon 1 | RatSat,SpaceX,"September 8, 2008 23:15:00 UTC",9.047861,167.743,S,Na
114,H-IIA 202 | Akatsuki (Planet-C),Mitsubishi Heavy Industries,"May 20, 2010 21:58:22 UTC",30.401,130.977,S,Na
115,PSLV  | SCATSat-1,Indian Space Research Organization,"September 26, 2016 03:42:00 UTC",13.733,80.235,S,Na
116,H-IIA 202 | GCOM-C1 & SLATS,Mitsubishi Heavy Industries,"December 23, 2017 01:48:22 UTC",30.402222,130.975,S,Na
117,Electron | Outerspace 1 and ISILaunch cubesats,Rocket Lab Ltd,"January 1, 2019 00:00:00 UTC",-39.262833,177.864469,S,Na
118,Soyuz | Soyuz 1,Soviet Space Program,"April 24, 1967 00:35:00 UTC",45.92,63.342,S,Na
119,Soyuz | Soyuz 3,Soviet Space Program,"October 26, 1968 08:34:18 UTC",45.996034,63.564003,S,Na
120,Soyuz | Soyuz 4,Soviet Space Program,"January 14, 1969 07:30:00 UTC",45.996034,63.564003,S,Na
121,Soyuz | Soyuz 5,Soviet Space Program,"January 18, 1969 07:59:12 UTC",45.92,63.342,S,Na
122,Soyuz | Soyuz 6,Soviet Space Program,"October 11, 1969 11:10:00 UTC",45.996034,63.564003,S,Na
123,Soyuz | Soyuz 7,Soviet Space Program,"October 12, 1969 10:44:42 UTC",45.92,63.342,S,Na
124,Soyuz | Soyuz 8,Soviet Space Program,"October 13, 1969 09:09:58 UTC",45.996034,63.564003,S,Na
125,Soyuz | Soyuz 9,Soviet Space Program,"June 1, 1970 19:00:00 UTC",45.996034,63.564003,S,Na
126,Soyuz | Soyuz 10,Soviet Space Program,"April 22, 1971 23:54:06 UTC",45.92,63.342,S,Na
127,Soyuz | Soyuz 11,Soviet Space Program,"June 6, 1971 07:55:09 UTC",45.92,63.342,S,Na
128,Titan II GLV | Gemini III,National Aeronautics and Space Administration,"March 23, 1965 14:24:00 UTC",28.506898,-80.554169,S,Na
129,Titan II GLV | Gemini IV,National Aeronautics and Space Administration,"June 3, 1965 15:15:59 UTC",28.506898,-80.554169,S,Na
130,Titan II GLV | Gemini V,National Aeronautics and Space Administration,"August 21, 1965 13:59:59 UTC",28.506898,-80.554169,S,Na
131,Titan II GLV | Gemini VII,National Aeronautics and Space Administration,"December 4, 1965 19:30:03 UTC",28.506898,-80.554169,S,Na
132,Titan II GLV | Gemini VI-A,National Aeronautics and Space Administration,"December 15, 1965 13:37:26 UTC",28.506898,-80.554169,S,Na
133,Titan II GLV | Gemini VIII,National Aeronautics and Space Administration,"March 16, 1966 16:41:02 UTC",28.506898,-80.554169,S,Na
134,Titan II GLV | Gemini IX-A,National Aeronautics and Space Administration,"June 3, 1966 13:39:33 UTC",28.506898,-80.554169,S,Na
135,Titan II GLV | Gemini X,National Aeronautics and Space Administration,"July 18, 1966 22:20:26 UTC",28.506898,-80.554169,S,Na
136,Titan II GLV | Gemini XI,National Aeronautics and Space Administration,"September 12, 1966 14:42:26 UTC",28.506898,-80.554169,S,Na
137,Titan II GLV | Gemini XII,National Aeronautics and Space Administration,"November 11, 1966 20:46:33 UTC",28.506898,-80.554169,S,Na
138,Pegasus HAPS | Space Test Experiments Platform 2 (STEP-2),Orbital Sciences Corporation,"May 19, 1994 17:03:00 UTC",34.905556,-117.883611,S,Na
139,Pegasus XL | Space Test Experiments Platform 1 (STEP-1),Orbital Sciences Corporation,"June 27, 1994 21:15:00 UTC",34.732778,-120.568056,F,Flight termination after loss of vehicle control 35 seconds into flight
140,Pegasus XL | Space Test Experiments Platform-3 (STEP-3),Orbital Sciences Corporation,"June 22, 1995 19:58:00 UTC",34.732778,-120.568056,F,Destroyed during second stage flight
141,Pegasus XL | Space Test Experiments Platform-4 (STEP-4),Orbital Sciences Corporation,"October 22, 1997 13:13:00 UTC",37.938611,-75.457222,S,Na
142,Pegasus XL | Tri-Services Experiments Platform-5 (TSX-5),Orbital Sciences Corporation,"June 7, 2000 13:19:00 UTC",34.732778,-120.568056,F,
143,"Rokot / Briz-KM | Swarm A, B, C",Eurockot Launch Services,"November 22, 2013 12:02:29 UTC",62.886999,40.846984,S,Na
144,Falcon 9 Full Thrust | Formosat 5,SpaceX,"August 24, 2017 19:33:00 UTC",34.632,-120.611,S,Na
145,Proton-M/Briz-M | ExoMars 2020 surface platform & rover,Khrunichev State Research and Production Space Center,"July 25, 2020 00:00:00 UTC",46.039984,63.032093,S,Na
146,H-IIA | XARM & SLIM,Japan Aerospace Exploration Agency,"January 1, 2021 00:00:00 UTC",30.401,130.977,S,Na
147,"Soyuz-2.1b/Fregat | Meteor-M No.2, MKA-PN2, DX-1, UKube-1, TechDemoSat-1, SkySat-2, AISSat-2",Russian Federal Space Agency (ROSCOSMOS),"July 8, 2014 15:58:28 UTC",45.996034,63.564003,S,Na
148,Soyuz-2.1b/Fregat | Meteor-M №2-1,Russian Federal Space Agency (ROSCOSMOS),"November 28, 2017 05:41:46 UTC",51.884395,128.333932,F,An algorithm glitch caused the Fregat upper stage to de-orbit.
149,Soyuz-2.1b/Fregat | Meteor-M №2-2,Khrunichev State Research and Production Space Center,"April 1, 2019 00:00:00 UTC",51.884395,128.333932,S,Na
150,Titan II GLV | Gemini III,National Aeronautics and Space Administration,"March 23, 1965 14:24:00 UTC",28.506898,-80.554169,S,Na
151,Titan II GLV | Gemini IV,National Aeronautics and Space Administration,"June 3, 1965 15:15:59 UTC",28.506898,-80.554169,S,Na
152,Titan II GLV | Gemini V,National Aeronautics and Space Administration,"August 21, 1965 13:59:59 UTC",28.506898,-80.554169,S,Na
153,Titan II GLV | Gemini VII,National Aeronautics and Space Administration,"December 4, 1965 19:30:03 UTC",28.506898,-80.554169,S,Na
154,Titan II GLV | Gemini VI-A,National Aeronautics and Space Administration,"December 15, 1965 13:37:26 UTC",28.506898,-80.554169,S,Na
155,Titan II GLV | Gemini VIII,National Aeronautics and Space Administration,"March 16, 1966 16:41:02 UTC",28.506898,-80.554169,S,Na
156,Titan II GLV | Gemini IX-A,National Aeronautics and Space Administration,"June 3, 1966 13:39:33 UTC",28.506898,-80.554169,S,Na
157,Titan II GLV | Gemini X,National Aeronautics and Space Administration,"July 18, 1966 22:20:26 UTC",28.506898,-80.554169,S,Na
158,Titan II GLV | Gemini XI,National Aeronautics and Space Administration,"September 12, 1966 14:42:26 UTC",28.506898,-80.554169,S,Na
159,Titan II GLV | Gemini XII,National Aeronautics and Space Administration,"November 11, 1966 20:46:33 UTC",28.506898,-80.554169,S,Na
160,Atlas LV-3B | Mercury-Atlas 6,National Aeronautics and Space Administration,"February 20, 1962 14:47:39 UTC",28.49103,-80.54687,S,Na
161,Atlas LV-3B | Mercury-Atlas 7,National Aeronautics and Space Administration,"May 24, 1962 12:45:16 UTC",28.49103,-80.54687,S,Na
162,Atlas LV-3B | Mercury-Atlas 8,National Aeronautics and Space Administration,"October 3, 1962 12:15:12 UTC",28.49103,-80.54687,S,Na
163,Atlas LV-3B | Mercury-Atlas 9,National Aeronautics and Space Administration,"May 15, 1963 13:04:13 UTC",28.49103,-80.54687,S,Na
164,Titan II GLV | Gemini III,National Aeronautics and Space Administration,"March 23, 1965 14:24:00 UTC",28.506898,-80.554169,S,Na
165,Titan II GLV | Gemini IV,National Aeronautics and Space Administration,"June 3, 1965 15:15:59 UTC",28.506898,-80.554169,S,Na
166,Titan II GLV | Gemini V,National Aeronautics and Space Administration,"August 21, 1965 13:59:59 UTC",28.506898,-80.554169,S,Na
167,Titan II GLV | Gemini VII,National Aeronautics and Space Administration,"December 4, 1965 19:30:03 UTC",28.506898,-80.554169,S,Na
168,Titan II GLV | Gemini VI-A,National Aeronautics and Space Administration,"December 15, 1965 13:37:26 UTC",28.506898,-80.554169,S,Na
169,Titan II GLV | Gemini VIII,National Aeronautics and Space Administration,"March 16, 1966 16:41:02 UTC",28.506898,-80.554169,S,Na
170,Long March 3B | Chinasat-6A,China Aerospace Science and Technology Corporation,"September 4, 2010 16:14:00 UTC",28.246017,102.026556,S,Na
171,Long March 3B | Chinasat-10,China Aerospace Science and Technology Corporation,"June 20, 2011 16:13:00 UTC",28.246017,102.026556,S,Na
172,Long March 3B/E | Chinasat-1A,China Aerospace Science and Technology Corporation,"September 18, 2011 16:33:00 UTC",28.246017,102.026556,S,Na
173,Long March 3B/E | Chinasat-2A,China Aerospace Science and Technology Corporation,"May 26, 2012 15:56:04 UTC",28.246017,102.026556,S,Na
174,Long March 3B/E | Zhongxing-2C (Chinasat-2C),China Aerospace Science and Technology Corporation,"November 3, 2015 16:25:04 UTC",28.246017,102.026556,S,Na
175,Long March 3B/E | ChinaSat-1C,China Aerospace Science and Technology Corporation,"December 9, 2015 17:14:00 UTC",28.246017,102.026556,S,Na
176,Long March 3B | Shijian-13/Chinasat-16,China Aerospace Science and Technology Corporation,"April 12, 2017 11:33:00 UTC",28.246017,102.026556,S,Na
177,Long March 3B/E | Chinasat-9A (Zhongxing-9A),China Aerospace Science and Technology Corporation,"June 18, 2017 16:36:00 UTC",28.246017,102.026556,F,"The satellite was placed into the wrong orbit due to a third stage anomaly. However, the payload recovered using onboard propulsion."
178,Ariane 5 ECA | Skynet 5A & INSAT-4B,Arianespace,"March 11, 2007 22:03:00 UTC",5.239,-52.768,S,Na
179,Ariane 5 ECA | Skynet 5B & Star One C1,Arianespace,"November 14, 2007 22:06:00 UTC",5.239,-52.768,S,Na
180,Ariane 5 ECA | Turksat 3A & Skynet 5C,Arianespace,"June 12, 2008 22:05:00 UTC",5.239,-52.768,S,Na
181,Ariane 5 ECA | Skynet 5D & Mexsat-3,Arianespace,"December 19, 2012 21:49:07 UTC",5.239,-52.768,S,Na
182,Pegasus Hybrid | Miniature Sensor Technology Integration 3 (MSTI-3),Orbital Sciences Corporation,"May 17, 1996 02:44:00 UTC",34.732778,-120.568056,S,Na
183,Pegasus XL | Total Ozone Mapping Spectrometer (TOMS),Orbital Sciences Corporation,"July 2, 1996 07:48:00 UTC",34.732778,-120.568056,S,Na
184,"Ariane 5 G | MaqSat-H, TEAMSAT, MaqSat-B, YES",Arianespace,"October 30, 1997 13:43:00 UTC",5.239,-52.768,S,Na
185,"Ariane 5 G | PAS-1R, Amsat P3D, STRV 1C, STRV 1D",Arianespace,"November 16, 2000 01:07:00 UTC",5.239,-52.768,S,Na
186,Ariane 5 ECA | Amazonas 2 & COMSATBw-1,Arianespace,"October 1, 2009 21:59:00 UTC",5.239,-52.768,S,Na
187,Atlas V 401 | DMSP-5D3 F18 (USA-210),United Launch Alliance,"October 18, 2009 16:12:00 UTC",34.64,-120.5895,F,
188,Ariane 5 ECA | Astra 3B & COMSATBw-2,Arianespace,"May 21, 2010 22:01:00 UTC",5.239,-52.768,S,Na
189,Ariane 5 ECA | ArabSat-5A & COMS-1 (Chollian),Arianespace,"June 26, 2010 21:41:00 UTC",5.239,-52.768,S,Na
190,Atlas V 541 | MSL (Curiosity),United Launch Alliance,"October 26, 2011 15:02:00 UTC",28.58341025,-80.58303644,S,Na
191,Long March 3B/E | NigComSat-1R,China Aerospace Science and Technology Corporation,"December 19, 2011 16:41:00 UTC",28.246017,102.026556,S,Na
192,"Ariane 5 ECA | Spaceway F2, TELKOM-2",Arianespace,"November 16, 2005 23:46:00 UTC",5.239,-52.768,S,Na
193,Soyuz-FG/Fregat | Kanopus-V №1 & BelKA-2,Russian Federal Space Agency (ROSCOSMOS),"July 22, 2012 06:41:39 UTC",45.996034,63.564003,S,Na
194,Proton-M / Briz-M Enhanced | Telkom-3 & Ekspress MD2,Khrunichev State Research and Production Space Center,"August 6, 2012 19:31:00 UTC",46.071001,62.984999,S,Na
195,Ariane 5 ECA | SKY Brasil-1 (Intelsat-32e) & Telkom-3S,Arianespace,"February 14, 2017 23:05:00 UTC",5.239,-52.768,S,Na
196,Long March 2D | LKW-1 (Land Survey Satellite-1),China Aerospace Science and Technology Corporation,"December 3, 2017 04:26:00 UTC",40.960556,100.298333,S,Na
197,Long March 2D | LKW-2 (Land Survey Satellite-2),China Aerospace Science and Technology Corporation,"December 23, 2017 04:32:00 UTC",40.960556,100.298333,S,Na
198,Long March 2D | LKW-3 (Land Survey Satellite-3),China Aerospace Science and Technology Corporation,"January 13, 2018 07:21:00 UTC",40.960556,100.298333,S,Na
199,Long March 2D | LKW-4 (Land Survey Satellite-4),China Aerospace Science and Technology Corporation,"March 17, 2018 07:10:04 UTC",40.960556,100.298333,S,Na
200,Falcon 9 Block 5 | Merah Putih (Telkom-4),SpaceX,"August 7, 2018 07:18:00 UTC",28.56194122,-80.57735736,S,Na
201,Proton-M | MLM Nauka,Khrunichev State Research and Production Space Center,"November 8, 2019 00:00:00 UTC",46.039984,63.032093,S,Na
202,Voskhod | Voskhod 1,Soviet Space Program,"October 13, 1964 07:47:04 UTC",45.92,63.342,S,Na
203,Voskhod | Voskhod 2,Soviet Space Program,"March 18, 1965 07:00:00 UTC",45.92,63.342,S,Na
204,Delta II 7320-10C | NOAA-19 (NOAA N),United Launch Alliance,"February 6, 2009 10:22:00 UTC",34.7556,-120.6224,F,
205,Long March 3B/E | TXJSSY-1 / TJSSW-1 / TJS-1,China Aerospace Science and Technology Corporation,"September 12, 2015 16:30:00 UTC",28.246017,102.026556,S,Na
206,Long March 3B | TXJSSY-2 / TJSSW-2 / TJS-2,China Aerospace Science and Technology Corporation,"January 5, 2017 15:45:00 UTC",28.246017,102.026556,S,Na
207,Titan IIIE | Sphinx (Titan IIIE Maiden Flight),Lockheed Martin,"February 11, 1974 13:48:02 UTC",28.58341025,-80.58303644,F,Centaur LOX turbopump malfunction. RSO destruct at T+742 seconds.
208,Falcon 9 Block 4 | SpX CRS-12,SpaceX,"August 14, 2017 16:31:37 UTC",28.60822681,-80.60428186,S,Na
209,Falcon 9 Block 4 | OTV-5 (X-37B),SpaceX,"September 7, 2017 18:55:00 UTC",28.60822681,-80.60428186,S,Na
210,Falcon 9 Block 4 | Iridium-3,SpaceX,"October 9, 2017 12:37:01 UTC",34.632,-120.611,S,Na
211,Falcon 9 Block 4 | Koreasat 5A,SpaceX,"October 30, 2017 21:58:00 UTC",28.60822681,-80.60428186,S,Na
212,Falcon 9 Block 4 | Zuma,SpaceX,"January 8, 2018 03:00:00 UTC",28.56194122,-80.57735736,S,Na
213,Falcon 9 Block 4 | Hispasat 30W-6 (Hispasat 1F),SpaceX,"March 6, 2018 07:33:00 UTC",28.56194122,-80.57735736,S,Na
214,Falcon 9 Block 4 | Iridium-5,SpaceX,"March 30, 2018 14:13:51 UTC",34.632,-120.611,S,Na
215,Falcon 9 Block 4 | SpX CRS-14,SpaceX,"April 2, 2018 20:30:38 UTC",28.56194122,-80.57735736,S,Na
216,Falcon 9 Block 4 | TESS (Transiting Exoplanet Survey Satellite),SpaceX,"April 18, 2018 22:52:01 UTC",28.56194122,-80.57735736,S,Na
217,Falcon 9 Block 5 | Bangabandhu-1,SpaceX,"May 11, 2018 22:21:00 UTC",28.60822681,-80.60428186,S,Na
218,Falcon 9 v1.0 | SpaceX COTS Demo Flight 1,SpaceX,"December 8, 2010 15:43:00 UTC",28.56194122,-80.57735736,S,Na
219,Falcon 9 v1.0 | SpaceX COTS Demo Flight 2,SpaceX,"May 22, 2012 07:44:38 UTC",28.56194122,-80.57735736,S,Na
220,"Pegasus XL HAPS | Multiple Paths, Beyond-Line-of-Sight Communications (MUBLCOM)  & Topographic Experiment using Radiative Recombinative Ionospheric EUV and Radio Sources (TERRIERS)",Orbital Sciences Corporation,"May 18, 1999 05:09:00 UTC",34.732778,-120.568056,S,Na
221,Pegasus XL | Communications/Navigation Outage Forecasting System (C/NOFS),Orbital Sciences Corporation,"April 16, 2008 17:01:00 UTC",8.716667,167.733333,S,Na
222,Falcon 9 v1.0 | Dragon Spacecraft Qualification Unit (DSQU),SpaceX,"June 4, 2010 18:45:00 UTC",28.56194122,-80.57735736,S,Na
223,PSLV  | SCATSat-1,Indian Space Research Organization,"September 26, 2016 03:42:00 UTC",13.733,80.235,S,Na
224,"Ariane 5 G | MaqSat-H, TEAMSAT, MaqSat-B, YES",Arianespace,"October 30, 1997 13:43:00 UTC",5.239,-52.768,S,Na
225,"Ariane 5 G | PAS-1R, Amsat P3D, STRV 1C, STRV 1D",Arianespace,"November 16, 2000 01:07:00 UTC",5.239,-52.768,S,Na
226,"Soyuz-2.1a/Volga | Mikhailo Lomonosov, Aist-2D & SamSat 218",Russian Federal Space Agency (ROSCOSMOS),"April 28, 2016 02:01:00 UTC",51.884395,128.333932,S,Na
227,"Ariane 5 G | MaqSat-H, TEAMSAT, MaqSat-B, YES",Arianespace,"October 30, 1997 13:43:00 UTC",5.239,-52.768,S,Na
228,"Ariane 5 G | PAS-1R, Amsat P3D, STRV 1C, STRV 1D",Arianespace,"November 16, 2000 01:07:00 UTC",5.239,-52.768,S,Na
229,"Soyuz-2.1a/Volga | Mikhailo Lomonosov, Aist-2D & SamSat 218",Russian Federal Space Agency (ROSCOSMOS),"April 28, 2016 02:01:00 UTC",51.884395,128.333932,S,Na
230,Atlas V 401 | NROL-30 & NOSS-3 (USA-194),United Launch Alliance,"June 15, 2007 15:11:00 UTC",28.58341025,-80.58303644,F,
231,Atlas V 411 | NROL-34 (2 x NOSS (USA-229)),United Launch Alliance,"April 14, 2011 04:24:00 UTC",34.64,-120.5895,S,Na
232,"Delta IV M+(4,2) | NROL-27 (SDS) (USA-227)",United Launch Alliance,"March 11, 2011 23:38:00 UTC",28.5317,-80.56495,S,Na
233,Atlas V 401 | NROL-38 (SDS) (USA-236),United Launch Alliance,"June 20, 2012 12:28:00 UTC",28.58341025,-80.58303644,S,Na
234,Titan IIIE | Sphinx (Titan IIIE Maiden Flight),Lockheed Martin,"February 11, 1974 13:48:02 UTC",28.58341025,-80.58303644,F,Centaur LOX turbopump malfunction. RSO destruct at T+742 seconds.
235,Space Shuttle Endeavour / OV-101 | STS-49,Lockheed Space Operations Company,"May 7, 1992 23:40:00 UTC",28.62711233,-80.62101503,S,Na
236,Space Shuttle Endeavour / OV-101 | STS-47,Lockheed Space Operations Company,"September 12, 1992 14:23:00 UTC",28.62711233,-80.62101503,S,Na
237,Space Shuttle Endeavour / OV-101 | STS-54,Lockheed Space Operations Company,"January 13, 1993 13:59:30 UTC",28.62711233,-80.62101503,S,Na
238,Pegasus  | Satélite de Coleta de Dados-1 (SCD-1),Orbital Sciences Corporation,"February 9, 1993 14:30:00 UTC",28.455556,-80.527778,S,Na
239,Space Shuttle Endeavour / OV-101 | STS-57,Lockheed Space Operations Company,"June 21, 1993 13:07:00 UTC",28.62711233,-80.62101503,S,Na
240,Space Shuttle Endeavour / OV-101 | STS-61,Lockheed Space Operations Company,"December 2, 1993 09:27:00 UTC",28.62711233,-80.62101503,S,Na
241,Space Shuttle Endeavour / OV-101 | STS-59,Lockheed Space Operations Company,"April 4, 1994 11:05:00 UTC",28.60822681,-80.60428186,S,Na
242,Space Shuttle Endeavour / OV-101 | STS-68,Lockheed Space Operations Company,"September 30, 1994 11:16:01 UTC",28.60822681,-80.60428186,S,Na
243,Space Shuttle Endeavour / OV-101 | STS-67,Lockheed Space Operations Company,"March 2, 1995 06:38:13 UTC",28.60822681,-80.60428186,S,Na
244,Proton-M / Briz-M Enhanced | Globus-1M #12L (Raduga-1M 2),Khrunichev State Research and Production Space Center,"January 28, 2010 00:18:00 UTC",46.071001,62.984999,S,Na
245,Proton-M Briz-M | Raduga-1M 3,Khrunichev State Research and Production Space Center,"November 11, 2013 23:46:00 UTC",46.071001,62.984999,S,Na
246,Long March 3B | Palapa-D,China Aerospace Science and Technology Corporation,"August 31, 2009 00:09:28 UTC",28.246017,102.026556,F,The satellite was deployed into the wrong orbit.
247,Long March 3B | Palapa-N1,China Aerospace Science and Technology Corporation,"January 1, 2020 00:00:00 UTC",28.246017,102.026556,S,Na
248,Voskhod | Voskhod 1,Soviet Space Program,"October 13, 1964 07:47:04 UTC",45.92,63.342,S,Na
249,Voskhod | Voskhod 2,Soviet Space Program,"March 18, 1965 07:00:00 UTC",45.92,63.342,S,Na
250,Delta IV Heavy | NROL-49 (KH-11) (USA-224),United Launch Alliance,"January 20, 2011 21:10:00 UTC",34.5815,-120.6262,S,Na
251,Delta IV Heavy | NROL-65 (USA-245 / KH-11),United Launch Alliance,"August 28, 2013 18:03:00 UTC",34.5815,-120.6262,S,Na
252,"Soyuz-2.1a/Volga | Mikhailo Lomonosov, Aist-2D & SamSat 218",Russian Federal Space Agency (ROSCOSMOS),"April 28, 2016 02:01:00 UTC",51.884395,128.333932,S,Na
253,H-IIA 202 | KhalifaSat & GOSAT-2,Mitsubishi Heavy Industries,"October 29, 2018 04:20:00 UTC",30.401,130.977,S,Na
254,Space Shuttle Columbia / OV-102 | STS-1,National Aeronautics and Space Administration,"April 12, 1981 12:00:04 UTC",28.60822681,-80.60428186,S,Na
255,Space Shuttle Columbia / OV-102 | STS-2,Rockwell International,"November 12, 1981 15:10:00 UTC",28.60822681,-80.60428186,S,Na
256,Space Shuttle Columbia / OV-102 | STS-3,Rockwell International,"March 22, 1982 16:00:00 UTC",28.60822681,-80.60428186,S,Na
257,Space Shuttle Columbia / OV-102 | STS-4,Rockwell International,"June 27, 1982 15:00:00 UTC",28.60822681,-80.60428186,S,Na
258,Space Shuttle Columbia / OV-102 | STS-5,Rockwell International,"November 11, 1982 12:19:00 UTC",28.60822681,-80.60428186,S,Na
259,Space Shuttle Challenger / OV-099 | STS-6,Rockwell International,"April 4, 1983 18:30:00 UTC",28.60822681,-80.60428186,S,Na
260,Space Shuttle Challenger / OV-099 | STS-7,Rockwell International,"June 18, 1983 11:33:00 UTC",28.60822681,-80.60428186,S,Na
261,Space Shuttle Challenger / OV-099 | STS-8,Rockwell International,"August 30, 1983 06:32:00 UTC",28.60822681,-80.60428186,S,Na
262,Space Shuttle Columbia / OV-102 | STS-9,Rockwell International,"November 28, 1983 16:00:00 UTC",28.60822681,-80.60428186,S,Na
263,Space Shuttle Challenger / OV-099 | STS-41-B,Lockheed Space Operations Company,"February 3, 1984 13:00:00 UTC",28.60822681,-80.60428186,S,Na
264,Atlas V 401 | TDRS-K,United Launch Alliance,"January 31, 2013 01:48:00 UTC",28.58341025,-80.58303644,S,Na
265,Atlas V 401 | TDRS-L,United Launch Alliance,"January 24, 2014 02:33:00 UTC",28.58341025,-80.58303644,S,Na
266,Atlas V 401 | TDRS-M,United Launch Alliance,"August 18, 2017 12:43:00 UTC",28.58341025,-80.58303644,S,Na
267,"Delta IV M+(4,2) | GOES-14",United Launch Alliance,"June 27, 2009 22:51:00 UTC",28.5317,-80.56495,F,
268,"Delta IV M+(4,2) | GOES-P (GOES 15)",United Launch Alliance,"March 4, 2010 23:57:00 UTC",28.5317,-80.56495,S,Na
269,Atlas V 541 | GOES-R,United Launch Alliance,"November 19, 2016 23:42:00 UTC",28.58341025,-80.58303644,S,Na
